"RELADDR2","customer","bill type","SIC","billtype description","Search type","searchtype description","Long key","Customer name","Address 1","Address 2","Address 3","Town","Postal code","PRICING_SCHEDULE","SCHED_DESCRIPTION","Country code","Category 02","CUSTOMER_NATURE_DESCRIPTION","Category 21","CATEGORY_DESCRIPTION"
46065655,46065655,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200397","ZNA  JAN PALFIJN","...DO NOT USE/USE 200294......","","LINDENDREEF 1","ANTWERPEN","2020","","","BE","999","Default Customer Type","",""
46065798,46065798,"B","B","Bill To Address Only","C","Customers","BE101494","PHARMACIE VOSS-RICHARD SPRL","","","RUE DES STANGES 22","VERLAINE","4537","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46065895,46065895,"B","B","Bill To Address Only","C","Customers","BE100081","CIFCD","","","AVENUE E DE BECO 112-BTE 13","BRUXELLES (IXELLES)","1050","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
46066013,46066013,"B","B","Bill To Address Only","C","Customers","BE101661","HOPITAL ST JOSEPH IMTR","STE THERESE","COMPTABILITE FOURNISSEURS","RUE DE LA DUCHERE 6","GILLY (CHARLEROI)","6060","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46066045,46066045,"B","B","Bill To Address Only","C","Customers","BE201444","AZ SINT LUCAS GENT","DIENST BOEKHOUDING","","GROENEBRIEL 1","GENT","9000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46066106,46066106,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010101805","IFAC -DO NOT USE,SEE 101511","HOPITAL PRINCESSE PAOLA","[FACTURATION SITE STE THERESE]","RUE DU VIVIER 22","MARCHE-EN-FAMENNE","6900","","","BE","999","Default Customer Type","",""
46066107,46066107,"B","B","Bill To Address Only","C","Customers","BE101511","IFAC","HOPITAL PRINCESSE PAOLA","COMPTABILITÉ FOURNISSEURS","RUE DU VIVIER 21","MARCHE-EN-FAMENNE","6900","BEAS","Belgium Adv. Pricing Schedule","BE","116","Public Hospital","",""
46066136,46066136,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010101971","GROUPE D'ETUDE DU METABOLISME","TUMORAL A.S.B.L.","","RUE FERRER 159","HAINE-SAINT-PAUL","7100","","","BE","999","Default Customer Type","",""
46066252,46066252,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100116","CREDIT COMMUNAL LEASE SA","","","RUE DE LA CHARITE 15/7","SAINT-JOSSE-TEN-NOODE","1210","","","BE","999","Default Customer Type","",""
46081194,46081194,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100252","AUXILIAIRE - TRANSPHARMA","S.P.R.L.","","MIDDELWEG 90","BRUXELLES (HAEREN)","1130","","","BE","999","Default Customer Type","",""
46081310,46081310,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010101623","SAMBRIA SA","","","RUE DE PHILIPPEVILLE,40","MARCINELLE","6001","","","BE","999","Default Customer Type","",""
46081400,46081400,"B","B","Bill To Address Only","C","Customers","BE100888","CLIN UNIVERSITAIRES ST LUC","SERVICE COMPTABILITÉ","","AVENUE HIPPOCRATE 10","WOLUWE-SAINT-LAMBERT","1200","BEAS","Belgium Adv. Pricing Schedule","BE","E18","Merger (SCM)","",""
46081413,46081413,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010102294","CERATUNGSTEN SARL","","","BOITE POSTAL 8","BASCHARAGE - LUXEMBOURG","4901","","","LU","999","Default Customer Type","",""
46081556,46081556,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200447","APOTHEEK HENDRICKX","","","KAPELLENSTEENWEG 30","KALMTHOUT","2920","","","BE","999","Default Customer Type","",""
46081875,46081875,"B","B","Bill To Address Only","C","Customers","BE101586","CENTRE DE TRANSFUSION","SANGUINE - COMPTABILITE","","BLD JOSEPH II 11B","CHARLEROI","6000","BEAS","Belgium Adv. Pricing Schedule","BE","145","Home Care Companies","",""
46081879,46081879,"B","B","Bill To Address Only","C","Customers","BE201174","APOTHEEK JAN CARTON","","","BARON RUZETTELAAN 175","ASSEBROEK","8310","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46081980,46081980,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100590","APRIME SA/NV","","","CHAUSSEE DE BRUXELLES 95B","WATERLOO","1410","","","BE","999","Default Customer Type","",""
46081985,46081985,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010101514","PHARMACIE MAQUOI","","","RUE GRAND ROUTE","FEXHE-LE-HAUT-CLOCHER","4347","","","BE","999","Default Customer Type","",""
46082095,46082095,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010201857","BVBA VAN GLABEKE","","","STATIONSTRAAT 3","EEKLO","9900","","","BE","999","Default Customer Type","",""
46082122,46082122,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200448","ROMED NV","","","KWIKAARD 104","ZOERSEL","2980","","","BE","999","Default Customer Type","",""
46082139,46082139,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200691","APOTHEEK SCHUURMANS BVBA","","","WOUTERS LEFEBVREPLEIN 35","WILLEBROEK-BLAASVELD","2830","","","BE","999","Default Customer Type","",""
46082159,46082159,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010202203","DIJKAPOTHEEK  ***","MEVROUW DEPOORTER","","LANGE DIJKSTRAAT 21","ANTWERPEN","2060","","","BE","999","Default Customer Type","",""
46082233,46082233,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010333354","MEDICA BV HOSPITAL SUPPLIES","B VAN DER VELDEN","","LEDERSTRAAT 1","'S-HERTOGENBOSCH","5223   AW","","","NL","999","Default Customer Type","",""
46082253,46082253,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200465","NV CODIFAR","","","LT K. CALUWAERTSSTRAAT 1","WOMMELGEM","2160","","","BE","999","Default Customer Type","",""
46084239,46084239,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100481","ASSOCIATION HOS D'ANDERLECHT","CH J BRACOPS","MME LEBEAU  (PHARMACIE)","RUE DR HUET 79","BRUXELLES (ANDERLECHT)","1070","","","BE","999","Default Customer Type","",""
46084398,46084398,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200499","SOFAREX PHARMACEUTICALS","","","VAN VAERENBERGHSTRAAT 49","BERCHEM (ANTWERPEN)","2600","","","BE","999","Default Customer Type","",""
46084578,46084578,"B","B","Bill To Address Only","C","Customers","BE200001","CLINIQUE ST JEAN","SERVICE COMPTABILITE","","BLD. DU JARDIN BOTANIQUE 32","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46084724,46084724,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010201338","WM SUPPLIES","","","KORTRIJKSESTRAAT 30","KUURNE","8520","","","BE","999","Default Customer Type","",""
46084733,46084733,"B","B","Bill To Address Only","C","Customers","BE100138","HUDERF-UKZKF","COMPTABILITÉ FOURNISSEUR","(M BRAHY)","AVENUE JJ CROCQ 15","BRUXELLES (LAEKEN)","1020","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46084737,46084737,"B","B","Bill To Address Only","C","Customers","BE101892","CENTRE INTER UNIVERSITAIRE","HOP AMBROISE PARE","","BLVD KENNEDY 2","MONS","7000","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46084785,46084785,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010101602","ERGO HOME CONSULT","","","RUE DJANGO REINHARDT 18","PONT-A-CELLES","6230","","","BE","999","Default Customer Type","",""
46085978,46085978,"B","B","Bill To Address Only","C","Customers","BE101886","CH DU GRAND HORNU","","","ROUTE DE MONS 63","HORNU","7301","BEAS","Belgium Adv. Pricing Schedule","BE","E18","Merger (SCM)","",""
46088525,46088525,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200541","DR F VANCOPPENOLLE","","","TURNHOUTSEBAAN 264","MOL","2400","","","BE","999","Default Customer Type","",""
46089723,46089723,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010200766","VERENIGING VAN GENEESHEREN","ALUMNI","PROF. DR. J. VANDEPITTE","MINDERBROEDERSTRAAT 17","LEUVEN","3000","","","BE","999","Default Customer Type","",""
46089909,46089909,"B","B","Bill To Address Only","C","Customers","BE200956","APOTHEKER VAN GORP","","","LUIKERSTEENWEG  193","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46090186,46090186,"B","B","Bill To Address Only","C","Customers","BE100150","PHARMACIE MALFAIT-BOTBOL","","","QUAI AUX PIERRES DE TAILLE 13","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46090187,46090187,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100109","PHARMACIE MALFAIT  - BOTBOL","NE PLUS UTILISER CFR 100150","","QUAI PIERRES DE TAILLE 13","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46090839,46090839,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010201406","KLINIEK DER ZWARTE ZUSTERS","** DO NOT USE SEE 201422 **","","RIJSELSESTRAAT 85","IEPER","8900","","","BE","999","Default Customer Type","",""
46090897,46090897,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010201073","C.A.Z. MIDDEN LIMBURG","CAMPUS ST URSULA DO NOT USE","VOIR 200943","SALVATORSTRAAT 20","HASSELT","3500","","","BE","999","Default Customer Type","",""
46108503,46108503,"E","E","Basis Account","C","Customers","BE000003","BAXTER TRADE CUSTOMERS BELGIUM","BASIS NUMBER FOR TRADE CUST.","","BLVD R BRANQUART 80","LESSINES","7860","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
46108504,46108504,"B","B","Bill To Address Only","C","Customers","BE000004","CUSTOMER RETURNS","BAXTER BELGIUM SPRL","C/O BDCE","CHEMIN DE PAPIGNIES 17B","LESSINES","7860","BEAS","Belgium Adv. Pricing Schedule","BE","200","Inter-Company","",""
46108524,46108524,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010002585","FISHER & PAYKEL HEALTHCARE LTD","","THE VALLEY CENTRE GORDONG ROAD","HIGH WYCOMBE BUCKS","UK","HP 13 6EQ","","","GB","999","Default Customer Type","",""
46108540,46108540,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100006","KABAMBA NGOMBE","ZONE DE KALAMU","","AVE MATEBA 45","KINSHASA","75489","","","CD","999","Default Customer Type","",""
46108550,46108550,"B","B","Bill To Address Only","C","Customers","BE100017","INSTITUT JULES BORDET","SERVICE PHARMACIE","","RUE HEGER BORDET 1","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","E18","Merger (SCM)","",""
46108553,46108553,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100020","CPAS BRUXELLES DO NOT USE","CENTRALE D'ACHATS","","RUE HAUTE 298A","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108554,46108554,"B","B","Bill To Address Only","C","Customers","BE100021","CHU BRUGMANN","Au responsable Service Comptabilité","","PLACE VAN GEHUCHTEN 4","BRUXELLES (LAEKEN)","1020","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46108555,46108555,"B","B","Bill To Address Only","C","Customers","BE100022","CHU BORDET-DO NOT USE,100017","ACHATS","","RUE HEGER BORDET 1","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","E02","Private Laboratory","",""
46108556,46108556,"B","B","Bill To Address Only","C","Customers","BE100023","CHU BRUGMANN CAPD","Au responsable Service Comptabilité","","PLACE VAN GEHUCHTEN 4","BRUXELLES (LAEKEN)","1020","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46108563,46108563,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100030","CH FRANCOIS RABELAIS ASBL!!!!","(DE PAEPE) DO NOT USE!!!!!!!!","SEE BILL TO 100573 !!!!!!!!!!","RUE DES ALEXIENS 11","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108571,46108571,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100038","CENTRE HOSP UNIV BRUGMANN","MAGASIN CENTRAL","","AVENUE ROMMELAERE 4C","BRUXELLES (LAEKEN)","1020","","","BE","999","Default Customer Type","",""
46108579,46108579,"B","B","Bill To Address Only","C","Customers","BE100046","CHU ST PIERRE","COMPTABILITE","***DO NOT USE*** SEE 100067","RUE HAUTE 322","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
46108580,46108580,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100048","INST MEDICO-PSYCHO-SOCIAL","","","R DE L HOPITAL 35","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108583,46108583,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100051","LBS","","","CHEE D'ALSEMBERG 196","BRUXELLES (FOREST)","1190","","","BE","999","Default Customer Type","",""
46108587,46108587,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100056","OPERA NATIONAL DE LA","MONNAIE","","RUE DES 2 GARES 122","BRUXELLES (ANDERLECHT)","1070","","","BE","999","Default Customer Type","",""
46108589,46108589,"B","B","Bill To Address Only","C","Customers","BE100058","INSTITUT PACHECO CPAS","PHARMACIE","","RUE DU GRAND-HOSPICE,7","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","145","Home Care Companies","",""
46108591,46108591,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100060","BENCARD","ATT. MR WULGAERT","","RUE DE L'INTENDANT 67","SAINT-JOSSE-TEN-NOODE","1210","","","BE","999","Default Customer Type","",""
46108594,46108594,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100063","ALFATEC","","","RUE DU MARAIS 51","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108597,46108597,"B","B","Bill To Address Only","C","Customers","BE100067","CHU ST PIERRE","Service Pharmacie","CHU Saint-Pierre","RUE HAUTE 322","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46108598,46108598,"B","B","Bill To Address Only","C","Customers","BE100068","HOPITAL ST PIERRE","SERVICE CHIMIE  MME GNAT","","RUE HAUTE 322","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","116","Public Hospital","",""
46108602,46108602,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100077","ETS VAN DER HEYDEN","","","RUE DU MARAIS 49","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108605,46108605,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100080","CIFCD","","","AVENUE E DE BECO 112","BRUXELLES (IXELLES)","1050","","","BE","999","Default Customer Type","",""
46108618,46108618,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100094","SA OPTICABLE","","","PARC INDUSTRIEL ZONE B","FRAMERIES","7080","","","BE","999","Default Customer Type","",""
46108619,46108619,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100095","ALFATEC","","","RUE DU MARAIS 51","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108627,46108627,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100103","INTERPHAR","","","AMBACHTENLAAN 13B","HEVERLEE","3001","","","BE","999","Default Customer Type","",""
46108631,46108631,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100107","SPRL  CABINET RADIOLOGIE","","","GROESELENBERG 57","BRUXELLES (UCCLE)","1180","","","BE","999","Default Customer Type","",""
46108634,46108634,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100111","DR VALSAMIS","C/O BRUGMANN BIOL.CLIN.","","PLACE VAN GEHUCHTEN 4","BRUXELLES (LAEKEN)","1020","","","BE","999","Default Customer Type","",""
46108635,46108635,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100112","PERCUSSIONAIRE BELGIUM SPRL","","","PL DES BIENFAITEURS 5","BRUXELLES (SCHAERBEEK)","1030","","","BE","999","Default Customer Type","",""
46108636,46108636,"B","B","Bill To Address Only","C","Customers","BE100113","CENTRE DE TRAUMATOLOGIE &","READAPTATION","","PLACE VAN GEHUCHTEN 4","BRUXELLES (LAEKEN)","1020","BEAS","Belgium Adv. Pricing Schedule","BE","E10","Care Center","",""
46108643,46108643,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100127","CLINIQUE ST REMY!!!DO NOT USE","SEE 100382","","RUE VANDERNOOT,29","SAINT-JOSSE-TEN-NOODE","1210","","","BE","999","Default Customer Type","",""
46108644,46108644,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100128","PHARMACIE ANTOINE","","","RUE DE LANDELIES 14","MONTIGNY-LE-TILLEUL","6110","","","BE","999","Default Customer Type","",""
46108647,46108647,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100132","AGF BELGIUM","GROUPEMENT DE FRAIS","CTI EXPLOITATION 10 EPX","RUE DE LAEKEN 35","BRUXELLES","1000","","","BE","999","Default Customer Type","",""
46108653,46108653,"B","B","Bill To Address Only","C","Customers","BE100146108653","MULTIPHARMA SCRL","C/0 COMPTABILITE FOURNISSEURS","","SQUARE M CURIE 30","BRUXELLES (ANDERLECHT)","1070","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
46108658,46108658,"B","B","Bill To Address Only","C","Customers","BE100153","CTS LOUIS STEENS ASBL LIQUIDAT","AS.NAT.SERV.LIBRES TRANSF","LIQUIDATION !!!","QUAI PIERRES DE TAILLE 34","BRUXELLES","1000","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
46108664,46108664,"B","B","Bill To Address Only","C","Customers","BE100168","ASSOCIATION HOSPITALIERE BXL","SCHAARBEEK - CHU BRUGMANN","SITE DE SCHAARBEEK","RUE DU FOYER SCHAERBEEKOIS 36","BRUXELLES (SCHAERBEEK)","1030","BEAS","Belgium Adv. Pricing Schedule","BE","116","Public Hospital","",""
46108665,46108665,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100169","HOPITAL PAUL BRIEN","SERVICE DE MEDECINE NUCL.","","BOULEVARD LAMBERMONT 220","BRUXELLES (SCHAERBEEK)","1030","","","BE","999","Default Customer Type","",""
46108666,46108666,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010100170","CLINIQUE ST ETIENNE*****","ASBL ST VINCENT**DO NOT USE**","***DO NOT USE******","RUE DU MERIDIEN,1OO","SAINT-JOSSE-TEN-NOODE","1210","","","BE","999","Default Customer Type","",""
